name	sampling_fn	replace	N	seed	time	rare	max_min_dist	spectral_nmi	spectral_bnmi	louvain_ami	louvain_bami	louvain_n_clusters
mouse_brain	gs_gap_N	False	26634	12	420.06832814216614	363	0.5783987637410317	0.460314756991143	0.5847264371838847	0.6236338301557033	0.6737075233344607	35
mouse_brain	gs_gap_N	False	26634	13	380.4567325115204	349	0.5812803058809538	0.4686030090267332	0.604404581052149	0.6273925713253993	0.6866106314807628	37
mouse_brain	gs_gap_N	False	39951	10	407.1667182445526	399	0.5618831929168795	0.45736972433406153	0.583963701567982	0.6261357258379928	0.6894738274067108	36
mouse_brain	gs_gap_N	False	39951	11	415.63293647766113	392	0.5600848409952727	0.4691327608646105	0.5857958893728777	0.6319415996379338	0.683168241677521	34
mouse_brain	gs_gap_N	False	39951	12	401.1273603439331	394	0.5618831929168795	0.45716453393793677	0.5785969822743904	0.625260647827937	0.7015767070431265	33
mouse_brain	gs_gap_N	False	39951	13	407.1731331348419	399	0.5618831929168795	0.4634414658842703	0.5930740546027605	0.6251489595993152	0.6850513252960846	35
mouse_brain	gs_gap_N	False	53268	10	377.3967635631561	452	0.5561993952975095	0.45409909164866136	0.5761674708127402	0.630370996151914	0.6964373501957702	35
mouse_brain	gs_gap_N	False	53268	11	377.91477155685425	441	0.5561993952975095	0.4551183514026478	0.578152914554111	0.6286610350580031	0.6979105951712997	36
mouse_brain	gs_gap_N	False	53268	12	397.64288806915283	451	0.5561993952975095	0.45488361406007466	0.5787986631595846	0.6214616745175845	0.6829099864297914	38
mouse_brain	gs_gap_N	False	53268	13	370.4874212741852	442	0.5561993952975095	0.4552836697591654	0.5800953208316652	0.6457492491485664	0.707746486558967	38
mouse_brain	gs_gap_N	False	66585	10	538.1573152542114	457	0.5561993952975095	0.4582136065009625	0.5788480181676783	0.6482852719840193	0.6979500355090477	36
mouse_brain	gs_gap_N	False	66585	11	457.56755089759827	461	0.5561993952975095	0.458136855674026	0.5793863249917895	0.6520050362495192	0.7093892071273115	37
mouse_brain	gs_gap_N	False	66585	12	455.35476326942444	462	0.5561993952975095	0.4616235522556849	0.5824840573228394	0.6400135617042955	0.7129285370711802	38
mouse_brain	gs_gap_N	False	66585	13	451.85565662384033	463	0.5561993952975095	0.4577222394798459	0.5814948341907493	0.6461769459298886	0.7218911042076226	39
mouse_brain	kmeans++	False	13317	10	0	30	0.6522989879178994	0.4326174578021065	0.4925410189326224	0.5845447740290666	0.6105385108830826	28
mouse_brain	kmeans++	False	13317	11	0	36	0.6508006782876594	0.4311896500173762	0.4817548040272974	0.5989400613306183	0.5594172520998161	30
mouse_brain	kmeans++	False	13317	12	0	38	0.6380362428657455	0.42864936795824515	0.4795323120189864	0.6045902949131398	0.5798567601514405	25
mouse_brain	kmeans++	False	13317	13	0	33	0.6082691016066321	0.4234835676043297	0.5185527517225297	0.6034661479411577	0.5671153706403832	27
mouse_brain	kmeans++	False	26634	10	0	62	0.5954021835287385	0.4345222571709657	0.5211691721305877	0.6376824582505352	0.644837133939706	31
mouse_brain	kmeans++	False	26634	11	0	59	0.6134478622021815	0.4285011969112451	0.49197786239923486	0.6394633540188572	0.6569767006606484	29
mouse_brain	kmeans++	False	26634	12	0	46	0.6119873530065381	0.4297995486427442	0.5162897404002326	0.6053581419389437	0.6308367966386688	31
mouse_brain	kmeans++	False	26634	13	0	56	0.5921323364594132	0.42594247433320925	0.4896516266713191	0.6038444098313185	0.6567463139227945	33
mouse_brain	kmeans++	False	39951	10	0	100	0.6408263377986025	0.42238155594938404	0.4905144570207483	0.612270556303137	0.6582638709500316	35
mouse_brain	kmeans++	False	39951	11	0	100	0.6408263377986025	0.42111071135072964	0.4861668825960321	0.612270556303137	0.6582638709500316	35
mouse_brain	kmeans++	False	39951	12	0	91	0.6041468801531976	0.4301908221853014	0.4924335063852678	0.6072241462106348	0.6640745983117458	31
mouse_brain	kmeans++	False	39951	13	0	86	0.6403908473432224	0.4228365273593678	0.4849064248529662	0.6085933495183546	0.6414294986041418	33
mouse_brain	kmeans++	False	53268	10	0	108	0.5858590985862343	0.43343737755750206	0.5039794438282272	0.6129216597300654	0.6850582476710213	34
mouse_brain	kmeans++	False	53268	11	0	128	0.6239709997572465	0.4276471302083068	0.48121846248617817	0.5845210223300585	0.6608014433098282	33
mouse_brain	kmeans++	False	53268	12	0	144	0.5778324641423072	0.4353384712400074	0.5093976663792826	0.6078877652905165	0.6505359126751707	34
mouse_brain	kmeans++	False	53268	13	0	111	0.5839057430520097	0.42472158829847806	0.4775035839208144	0.5860332437625778	0.6563552531085454	33
mouse_brain	kmeans++	False	66585	10	0	163	0.5937058882149414	0.4248965719704163	0.4931871607007993	0.6039184246046647	0.6778781320370925	35
mouse_brain	kmeans++	False	66585	11	0	151	0.5973567169371528	0.4289203935520983	0.48119891021906247	0.6122874795078255	0.6639397513447601	34
mouse_brain	kmeans++	False	66585	12	0	141	0.5570373635619877	0.42227907589658187	0.4904586059286337	0.609668183483373	0.6737380906872739	35
mouse_brain	kmeans++	False	66585	13	0	132	0.5778324641423072	0.42922124734301914	0.47989391599899583	0.6025029599310454	0.6588712052030115	34
mouse_brain	srs	False	13317	10	0	35	0.6403908473432224	0.4886407381129974	0.6277328612744237	0.6277172655135611	0.6609349604427806	28
mouse_brain	srs	False	13317	11	0	36	0.6238152251602349	0.4770269251960131	0.6068911317162893	0.636904160277483	0.6643322290626835	28
mouse_brain	srs	False	13317	12	0	38	0.6503784848410425	0.47879223930085657	0.5690967685220581	0.6442560282077333	0.6461083317703469	29
mouse_brain	srs	False	13317	13	0	27	0.6458419448777506	0.4830957355931385	0.5891617940685501	0.581994525939766	0.6444048021750313	27
mouse_brain	srs	False	26634	10	0	70	0.6092900233442518	0.48635580149113394	0.6007681818972902	0.623427808154612	0.6744695895068898	28
mouse_brain	srs	False	26634	11	0	68	0.5549804187693937	0.4859554931879093	0.6196808678244611	0.6278058318256828	0.702709792604955	27
mouse_brain	srs	False	26634	12	0	69	0.5875551442933831	0.47814428479278975	0.629231565675172	0.6482990751922227	0.6973556321248585	30
mouse_brain	srs	False	26634	13	0	63	0.538791341980276	0.4797884329014298	0.6042498202003567	0.6253794905832678	0.7108777962561031	31
mouse_brain	srs	False	39951	10	0	116	0.5392571506413114	0.4814855327542099	0.6203777152911709	0.6397678042737649	0.7122029305289703	29
mouse_brain	srs	False	39951	11	0	115	0.5549804187693937	0.4806190927173518	0.6047320513729479	0.6282655073617726	0.719130313697264	32
mouse_brain	srs	False	39951	12	0	104	0.5735186097944799	0.47613872108303473	0.5988913477206859	0.6404179869734505	0.6784993639205308	30
mouse_brain	srs	False	39951	13	0	105	0.538791341980276	0.48048113411053966	0.6046858740374113	0.6248877988932886	0.6958964753259507	29
mouse_brain	srs	False	53268	10	0	163	0.5172290954590227	0.4763076473165364	0.577391929602648	0.6634098089421488	0.6980852203936733	30
mouse_brain	srs	False	53268	11	0	165	0.5215826677204928	0.4838983525686788	0.6025107610998565	0.6554163999034728	0.7033165201785673	31
mouse_brain	srs	False	53268	12	0	160	0.5284935934942941	0.4759082417230729	0.5950869356425427	0.6573337503383039	0.6915785204407026	30
mouse_brain	srs	False	53268	13	0	142	0.5271322149251332	0.4814927927790435	0.6331083487767636	0.6331894282716293	0.7043646341462518	32
mouse_brain	srs	False	66585	10	0	217	0.4852246840348035	0.47622258949674606	0.6063835845026645	0.6443778724479413	0.7020349259621421	32
mouse_brain	srs	False	66585	11	0	219	0.5173100132201738	0.48018473776217147	0.6005236902293363	0.6290500782055519	0.7278123824449911	34
mouse_brain	srs	False	66585	12	0	213	0.4913516300911037	0.46890584544587627	0.5914105579396883	0.6411698108237482	0.7180570392052844	33
mouse_brain	srs	False	66585	13	0	185	0.5036743383269248	0.48070135178733875	0.6176232557049012	0.6267464647797675	0.7293573759398989	34
